date_time,temperature
2020-05-01 00:00:00.128204,25.75
2020-05-01 00:01:01.967823,25.75
2020-05-01 00:02:03.807812,25.75
2020-05-01 00:03:05.647800,25.75
2020-05-01 00:04:07.487808,25.75
2020-05-01 00:05:09.327805,25.75
2020-05-01 00:06:11.167818,25.75
2020-05-01 00:07:13.007773,25.75
2020-05-01 00:08:14.847818,25.75
2020-05-01 00:09:16.607786,25.687
2020-05-01 00:10:18.447813,25.687
2020-05-01 00:11:20.287820,25.75
2020-05-01 00:12:22.127824,25.75
2020-05-01 00:13:23.967817,25.687
2020-05-01 00:14:25.807822,25.687
2020-05-01 00:15:27.647840,25.75
2020-05-01 00:16:29.487807,25.75
2020-05-01 00:17:31.287836,25.75
2020-05-01 00:18:33.167817,25.75
2020-05-01 00:19:35.087774,25.687
2020-05-01 00:20:36.847832,25.75
2020-05-01 00:21:38.687778,25.687
2020-05-01 00:22:40.527822,25.687
2020-05-01 00:23:42.367806,25.687
2020-05-01 00:24:44.207807,25.687
2020-05-01 00:25:46.047813,25.687
2020-05-01 00:26:47.887833,25.687
2020-05-01 00:27:49.727814,25.687
2020-05-01 00:28:51.567764,25.75
2020-05-01 00:29:53.407829,25.687
2020-05-01 00:30:55.247845,25.687
2020-05-01 00:31:57.087837,25.687
2020-05-01 00:32:58.847811,25.687
2020-05-01 00:34:00.607835,25.687
2020-05-01 00:35:02.447776,25.687
2020-05-01 00:36:04.287833,25.687
2020-05-01 00:37:06.127811,25.687
2020-05-01 00:38:07.967837,25.687
2020-05-01 00:39:09.807808,25.687
2020-05-01 00:40:11.647818,25.687
2020-05-01 00:41:13.487820,25.687
2020-05-01 00:42:15.327785,25.687
2020-05-01 00:43:17.167812,25.687
2020-05-01 00:44:19.007811,25.687
2020-05-01 00:45:20.847812,25.687
2020-05-01 00:46:22.607837,25.687
2020-05-01 00:47:24.447848,25.687
2020-05-01 00:48:26.287822,25.687
2020-05-01 00:49:28.047852,25.687
2020-05-01 00:50:29.887808,25.687
2020-05-01 00:51:31.727806,25.687
2020-05-01 00:52:33.567827,25.687
2020-05-01 00:53:35.407759,25.687
2020-05-01 00:54:37.247806,25.687
2020-05-01 00:55:39.087833,25.687
2020-05-01 00:56:40.847824,25.687
2020-05-01 00:57:42.608144,25.687
2020-05-01 00:58:44.447815,25.687
2020-05-01 00:59:46.287788,25.687
2020-05-01 01:00:48.127806,25.687
2020-05-01 01:01:49.967815,25.687
2020-05-01 01:02:51.807813,25.687
2020-05-01 01:03:53.647825,25.687
2020-05-01 01:04:55.487784,25.687
2020-05-01 01:05:57.327814,25.687
2020-05-01 01:06:59.167823,25.687
2020-05-01 01:08:01.887818,25.687
2020-05-01 01:09:03.767827,25.625
2020-05-01 01:10:05.647807,25.625
2020-05-01 01:11:07.567803,25.625
2020-05-01 01:12:09.407900,25.625
2020-05-01 01:13:11.247821,25.625
2020-05-01 01:14:13.087823,25.625
2020-05-01 01:15:14.847824,25.625
2020-05-01 01:16:16.607846,25.625
2020-05-01 01:17:18.447824,25.625
2020-05-01 01:18:20.287828,25.562
2020-05-01 01:19:22.127859,25.562
2020-05-01 01:20:23.967825,25.562
2020-05-01 01:21:25.807823,25.562
2020-05-01 01:22:27.647821,25.562
2020-05-01 01:23:29.487813,25.562
2020-05-01 01:24:31.327802,25.562
2020-05-01 01:25:33.167815,25.562
2020-05-01 01:26:35.007841,25.562
2020-05-01 01:27:36.847782,25.562
2020-05-01 01:28:38.607826,25.562
2020-05-01 01:29:40.447788,25.562
2020-05-01 01:30:42.287804,25.562
2020-05-01 01:31:44.127800,25.562
2020-05-01 01:32:45.887798,25.5
2020-05-01 01:33:47.727777,25.5
2020-05-01 01:34:49.567814,25.562
2020-05-01 01:35:51.447828,25.5
2020-05-01 01:36:53.327764,25.5
2020-05-01 01:37:55.248356,25.5
2020-05-01 01:38:57.087830,25.5
2020-05-01 01:39:58.847832,25.5
2020-05-01 01:41:00.607773,25.5
2020-05-01 01:42:02.447824,25.5
2020-05-01 01:43:04.287841,25.5
2020-05-01 01:44:06.127808,25.5
2020-05-01 01:45:07.967826,25.437
2020-05-01 01:46:09.807803,25.437
2020-05-01 01:47:11.647814,25.437
2020-05-01 01:48:13.487793,25.437
2020-05-01 01:49:15.327822,25.437
2020-05-01 01:50:17.167820,25.437
2020-05-01 01:51:19.007803,25.437
2020-05-01 01:52:20.847825,25.437
2020-05-01 01:53:22.607832,25.437
2020-05-01 01:54:24.447819,25.437
2020-05-01 01:55:26.287817,25.437
2020-05-01 01:56:28.127826,25.375
2020-05-01 01:57:29.967833,25.375
2020-05-01 01:58:31.807820,25.375
2020-05-01 01:59:33.647782,25.375
2020-05-01 02:00:35.487816,25.375
2020-05-01 02:01:37.247771,25.375
2020-05-01 02:02:39.127803,25.375
2020-05-01 02:03:40.927818,25.375
2020-05-01 02:04:42.767818,25.375
2020-05-01 02:05:44.607825,25.375
2020-05-01 02:06:46.447812,25.312
2020-05-01 02:07:48.287812,25.312
2020-05-01 02:08:50.127761,25.312
2020-05-01 02:09:51.967800,25.312
2020-05-01 02:10:53.807814,25.312
2020-05-01 02:11:55.647826,25.312
2020-05-01 02:12:57.488051,25.312
2020-05-01 02:13:59.327840,25.312
2020-05-01 02:15:01.167819,25.312
2020-05-01 02:16:03.007773,25.312
2020-05-01 02:17:04.847822,25.25
2020-05-01 02:18:06.607779,25.25
2020-05-01 02:19:08.447814,25.25
2020-05-01 02:20:10.287831,25.25
2020-05-01 02:21:12.127811,25.25
2020-05-01 02:22:13.967836,25.25
2020-05-01 02:23:15.807813,25.25
2020-05-01 02:24:17.567822,25.25
2020-05-01 02:25:19.407835,25.25
2020-05-01 02:26:21.247826,25.187
2020-05-01 02:27:23.087778,25.187
2020-05-01 02:28:24.847834,25.187
2020-05-01 02:29:26.607811,25.187
2020-05-01 02:30:28.448156,25.187
2020-05-01 02:31:30.287820,25.187
2020-05-01 02:32:32.127814,25.187
2020-05-01 02:33:33.967774,25.187
2020-05-01 02:34:35.807839,25.187
2020-05-01 02:35:37.647816,25.187
2020-05-01 02:36:39.487813,25.125
2020-05-01 02:37:41.327804,25.125
2020-05-01 02:38:43.167810,25.125
2020-05-01 02:39:45.007835,25.125
2020-05-01 02:40:46.767822,25.125
2020-05-01 02:41:48.607827,25.125
2020-05-01 02:42:50.447766,25.125
2020-05-01 02:43:52.287805,25.125
2020-05-01 02:44:54.127832,25.062
2020-05-01 02:45:55.967819,25.062
2020-05-01 02:46:57.807820,25.062
2020-05-01 02:47:59.647807,25.062
2020-05-01 02:49:01.487834,25.062
2020-05-01 02:50:03.327807,25.062
2020-05-01 02:51:05.167810,25.062
2020-05-01 02:52:07.007836,25.0
2020-05-01 02:53:08.847831,25.062
2020-05-01 02:54:10.687835,25.0
2020-05-01 02:55:12.527794,25.0
2020-05-01 02:56:14.367792,25.0
2020-05-01 02:57:16.207825,25.0
2020-05-01 02:58:18.047825,25.0
2020-05-01 02:59:19.887812,25.0
2020-05-01 03:00:21.727799,25.0
2020-05-01 03:01:23.567825,25.0
2020-05-01 03:02:25.407791,25.0
2020-05-01 03:03:27.247807,24.937
2020-05-01 03:04:29.087812,24.937
2020-05-01 03:05:30.847818,24.937
2020-05-01 03:06:32.607785,24.937
2020-05-01 03:07:34.447813,24.937
2020-05-01 03:08:36.287825,24.937
2020-05-01 03:09:38.127834,24.937
2020-05-01 03:10:39.967803,24.937
2020-05-01 03:11:41.807818,24.875
2020-05-01 03:12:43.647830,24.875
2020-05-01 03:13:45.487796,24.875
2020-05-01 03:14:47.328283,24.875
2020-05-01 03:15:49.167803,24.875
2020-05-01 03:16:51.007825,24.875
2020-05-01 03:17:52.847822,24.875
2020-05-01 03:18:54.607835,24.875
2020-05-01 03:19:56.447906,24.875
2020-05-01 03:20:58.291118,24.875
2020-05-01 03:22:00.127870,24.812
2020-05-01 03:23:01.967776,24.812
2020-05-01 03:24:03.807816,24.812
2020-05-01 03:25:05.647830,24.812
2020-05-01 03:26:07.490118,24.812
2020-05-01 03:27:09.327820,24.812
2020-05-01 03:28:11.167208,24.812
2020-05-01 03:28:33.407576,24.812,24.812,24.812
2020-05-01 03:29:13.007226,24.812
2020-05-01 03:29:35.248636,24.812,24.812,24.812
2020-05-01 03:30:37.087958,24.75,24.75,24.812
2020-05-01 03:31:39.815169,24.75,24.75,24.812
2020-05-01 03:32:41.647931,24.75,24.75,24.812
2020-05-01 03:33:43.487952,24.687,24.687,24.812
2020-05-01 03:34:45.327941,24.687,24.687,24.812
2020-05-01 03:35:47.168010,24.687,24.687,24.812
2020-05-01 03:36:48.927918,24.687,24.687,24.812
2020-05-01 03:37:50.767964,24.687,24.687,24.812
2020-05-01 03:38:52.607962,24.625,24.625,24.812
2020-05-01 03:39:54.447958,24.625,24.625,24.812
2020-05-01 03:40:56.287962,24.625,24.625,24.812
2020-05-01 03:41:58.127934,24.625,24.625,24.812
2020-05-01 03:42:59.967954,24.625,24.625,24.812
2020-05-01 03:44:01.807936,24.625,24.625,24.812
2020-05-01 03:45:03.647953,24.625,24.625,24.812
2020-05-01 03:46:05.487943,24.625,24.625,24.812
2020-05-01 03:47:07.327948,24.562,24.562,24.812
2020-05-01 03:48:09.167953,24.562,24.562,24.812
2020-05-01 03:49:11.007920,24.562,24.562,24.812
2020-05-01 03:50:12.847939,24.562,24.562,24.812
2020-05-01 03:51:14.607980,24.562,24.562,24.812
2020-05-01 03:52:16.447960,24.562,24.562,24.812
2020-05-01 03:53:18.287924,24.562,24.562,24.812
2020-05-01 03:54:20.127954,24.562,24.562,24.812
2020-05-01 03:55:21.967963,24.5,24.5,24.812
2020-05-01 03:56:23.807956,24.5,24.5,24.812
2020-05-01 03:57:26.528022,24.5,24.5,24.812
2020-05-01 03:58:28.367966,24.5,24.5,24.812
2020-05-01 03:59:30.127946,24.437,24.437,24.812
2020-05-01 04:00:31.967959,24.437,24.437,24.812
2020-05-01 04:01:33.807949,24.437,24.437,24.812
2020-05-01 04:02:35.647950,24.437,24.437,24.812
2020-05-01 04:03:37.487959,24.437,24.437,24.812
2020-05-01 04:04:39.333610,24.437,24.437,24.812
2020-05-01 04:05:41.167960,24.375,24.375,24.812
2020-05-01 04:06:43.008005,24.375,24.375,24.812
2020-05-01 04:07:44.848020,24.375,24.375,24.812
2020-05-01 04:08:46.688019,24.375,24.375,24.812
2020-05-01 04:09:48.528349,24.375,24.375,24.812
2020-05-01 04:10:50.367936,24.375,24.375,24.812
2020-05-01 04:11:52.207955,24.312,24.312,24.812
2020-05-01 04:12:54.047918,24.312,24.312,24.812
2020-05-01 04:13:55.888178,24.312,24.312,24.812
2020-05-01 04:14:57.727947,24.312,24.312,24.812
2020-05-01 04:16:00.447971,24.312,24.312,24.812
2020-05-01 04:17:02.287965,24.312,24.312,24.812
2020-05-01 04:18:04.127165,24.25,24.25,24.812
2020-05-01 04:19:05.967954,24.25,24.25,24.812
2020-05-01 04:20:07.807953,24.25,24.25,24.812
2020-05-01 04:21:09.647169,24.25,24.25,24.812
2020-05-01 04:22:11.487962,24.25,24.25,24.812
2020-05-01 04:23:13.247955,24.187,24.187,24.812
2020-05-01 04:24:15.087182,24.187,24.187,24.812
2020-05-01 04:25:16.847946,24.187,24.187,24.812
2020-05-01 04:26:18.612823,24.187,24.187,24.812
2020-05-01 04:27:20.367939,24.187,24.187,24.812
2020-05-01 04:28:22.207905,24.125,24.125,24.812
2020-05-01 04:29:24.048009,24.125,24.125,24.812
2020-05-01 04:30:25.887168,24.125,24.125,24.812
2020-05-01 04:31:27.727943,24.125,24.125,24.812
2020-05-01 04:32:29.567965,24.125,24.125,24.812
2020-05-01 04:33:31.407973,24.125,24.125,24.812
2020-05-01 04:34:33.247952,24.125,24.125,24.812
2020-05-01 04:35:35.087902,24.125,24.125,24.812
2020-05-01 04:36:36.847176,24.062,24.062,24.812
2020-05-01 04:37:38.608041,24.062,24.062,24.812
2020-05-01 04:38:40.447965,24.062,24.062,24.812
2020-05-01 04:39:42.287937,24.062,24.062,24.812
2020-05-01 04:40:44.127948,24.062,24.062,24.812
2020-05-01 04:41:45.967910,24.062,24.062,24.812
2020-05-01 04:42:47.807218,24.062,24.062,24.812
2020-05-01 04:43:49.647956,24.0,24.0,24.812
2020-05-01 04:44:51.488734,24.0,24.0,24.812
2020-05-01 04:45:53.327977,24.0,24.0,24.812
2020-05-01 04:46:55.167964,24.0,24.0,24.812
2020-05-01 04:47:57.007971,24.0,24.0,24.812
2020-05-01 04:48:58.851201,23.937,23.937,24.812
2020-05-01 04:50:00.688746,23.937,23.937,24.812
2020-05-01 04:51:02.527968,23.937,23.937,24.812
2020-05-01 04:52:04.367970,23.937,23.937,24.812
2020-05-01 04:53:06.127977,23.937,23.937,24.812
2020-05-01 04:54:07.967956,23.937,23.937,24.812
2020-05-01 04:55:09.727967,23.937,23.937,24.812
2020-05-01 04:56:11.567989,23.937,23.937,24.812
2020-05-01 04:57:13.407965,23.875,23.875,24.812
2020-05-01 04:58:15.247954,23.875,23.875,24.812
2020-05-01 04:59:17.088689,23.875,23.875,24.812
2020-05-01 05:00:18.968017,23.875,23.875,24.812
2020-05-01 05:01:20.767963,23.875,23.875,24.812
2020-05-01 05:02:22.608050,23.812,23.812,24.812
2020-05-01 05:03:24.367947,23.812,23.812,24.812
2020-05-01 05:04:26.207972,23.812,23.812,24.812
2020-05-01 05:05:28.048032,23.812,23.812,24.812
2020-05-01 05:06:29.888803,23.812,23.812,24.812
2020-05-01 05:07:31.727967,23.812,23.812,24.812
2020-05-01 05:08:33.567973,23.75,23.75,24.812
2020-05-01 05:09:35.407955,23.75,23.75,24.812
2020-05-01 05:10:37.248046,23.75,23.75,24.812
2020-05-01 05:11:39.088731,23.75,23.75,24.812
2020-05-01 05:12:40.847963,23.75,23.75,24.812
2020-05-01 05:13:42.688726,23.75,23.75,24.812
2020-05-01 05:14:44.527964,23.75,23.75,24.812
2020-05-01 05:15:46.367985,23.687,23.687,24.812
2020-05-01 05:16:48.208006,23.687,23.687,24.812
2020-05-01 05:17:50.047977,23.687,23.687,24.812
2020-05-01 05:18:51.887202,23.687,23.687,24.812
2020-05-01 05:19:53.727960,23.687,23.687,24.812
2020-05-01 05:20:55.567970,23.687,23.687,24.812
2020-05-01 05:21:57.327230,23.625,23.625,24.812
2020-05-01 05:22:59.167983,23.625,23.625,24.812
2020-05-01 05:24:01.887956,23.625,23.625,24.812
2020-05-01 05:25:03.647966,23.625,23.625,24.812
2020-05-01 05:26:05.488005,23.625,23.625,24.812
2020-05-01 05:27:07.327963,23.562,23.562,24.812
2020-05-01 05:28:09.167905,23.562,23.562,24.812
2020-05-01 05:29:11.007959,23.562,23.562,24.812
2020-05-01 05:30:12.847972,23.562,23.562,24.812
2020-05-01 05:31:14.607995,23.562,23.562,24.812
2020-05-01 05:32:16.452830,23.562,23.562,24.812
2020-05-01 05:33:18.207966,23.5,23.5,24.812
2020-05-01 05:34:20.047973,23.5,23.5,24.812
2020-05-01 05:35:21.887947,23.5,23.5,24.812
2020-05-01 05:36:23.727957,23.5,23.5,24.812
2020-05-01 05:37:25.567966,23.5,23.5,24.812
2020-05-01 05:38:27.408055,23.5,23.5,24.812
2020-05-01 05:39:29.247907,23.437,23.437,24.812
2020-05-01 05:40:31.007959,23.437,23.437,24.812
2020-05-01 05:41:32.847961,23.437,23.437,24.812
2020-05-01 05:42:34.687974,23.437,23.437,24.812
2020-05-01 05:43:36.527915,23.437,23.437,24.812
2020-05-01 05:44:38.367958,23.437,23.437,24.812
2020-05-01 05:45:40.207942,23.375,23.375,24.812
2020-05-01 05:46:42.047950,23.375,23.375,24.812
